EAR_TAG,sampleDate,ExtractionID,qPCR_Plate,qPCR_RunDate,qPCR_Row,TelomereLength,IntegrityGel_score,ANIMAL_ID,GENETIC_GROUP,FEED_GROUP,DOB,YearS_DOB,BirthYear,TEL_sampleNO,AGE_D,AGE_W,AGE_M,AGE_Group,VarianceGroup,AGE_Y
503167,22/12/2008,872,14,11/12/2015,A,1.255660592,1,010000001162677711F,S,2,19/12/2008,20082,2008,1,3,0,0,1,1,0
503202,12/01/2009,649,10,14/12/2015,B,0.869789269,1,010000001162682311F,C,1,02/01/2009,20092,2009,1,10,1,0,1,1,0
503223,26/01/2009,1259,21,17/12/2015,A,1.543991614,1,010000001164012711F,S,2,22/01/2009,20092,2009,1,4,1,0,1,1,0
503230,09/02/2009,418,6,05/11/2015,C,1.276800447,1,010000001164303611F,S,2,03/02/2009,20092,2009,1,6,1,0,1,1,0
503244,20/02/2009,342,5,05/11/2015,F,1.182858439,1,010000001164863311F,C,2,15/02/2009,20092,2009,1,5,1,0,1,1,0
503258,22/02/2009,312,23,18/12/2015,E,1.166507808,1,010000001165231611F,C,NULL,22/02/2009,20092,2009,1,0,0,0,1,1,0
503286,14/04/2009,721,11,12/12/2015,G,1.290537155,1,010000001167682511F,C,1,11/04/2009,20091,2009,1,3,0,0,1,1,0
503440,23/07/2009,1323,22,17/12/2015,G,1.113416729,1,010000001171928711F,C,1,18/07/2009,20091,2009,1,5,1,0,1,1,0
503503,19/08/2009,172,2,02/11/2015,A,1.116154842,1,010000001173439011F,C,2,07/08/2009,20091,2009,1,12,2,0,1,1,0
503517,31/08/2009,118,1,22/10/2015,D,1.080045625,1,010000001174449611F,C,2,27/08/2009,20091,2009,1,4,1,0,1,1,0
503531,28/09/2009,605,9,06/11/2015,G,1.626252498,1,010000001176067511F,S,2,25/09/2009,20091,2009,1,3,0,0,1,1,0
503594,08/12/2009,1273,21,17/12/2015,G,1.050576603,1,010000001180370811F,S,NULL,03/12/2009,20092,2009,1,5,1,0,1,1,0
503657,14/12/2009,714,11,12/12/2015,A,1.202255999,2,010000001180779111F,C,1,09/12/2009,20092,2009,1,5,1,0,1,1,0
503678,13/01/2010,1052,17,15/12/2015,H,1.390270832,1,010000001182087111F,C,1,10/01/2010,20102,2010,1,3,0,0,1,1,0
503699,01/02/2010,587,9,06/11/2015,D,0.975483955,1,010000001182938911F,S,2,26/01/2010,20102,2010,1,6,1,0,1,1,0
503741,26/02/2010,1400,23,18/12/2015,B,0.832427776,1,010000001183964111F,S,1,16/02/2010,20102,2010,1,10,1,0,1,1,0
503769,05/04/2010,1414,23,18/12/2015,H,1.181250541,1,010000001185996611F,C,NULL,31/03/2010,20102,2010,1,5,1,0,1,1,0
503811,29/04/2010,1226,20,17/12/2015,H,1.034858829,1,010000001187215011F,C,NULL,25/04/2010,20101,2010,1,4,1,0,1,1,0
503853,04/06/2010,867,14,11/12/2015,D,1.007286624,1,010000001188997211F,C,NULL,30/05/2010,20101,2010,1,5,1,0,1,1,0
503867,02/07/2010,669,10,14/12/2015,G,1.044726417,1,010000001190950611F,C,NULL,29/06/2010,20101,2010,1,3,0,0,1,1,0
503895,02/08/2010,508,8,06/11/2015,D,1.053290674,1,010000001191544011F,C,1,27/07/2010,20101,2010,1,6,1,0,1,1,0
503951,05/08/2010,635,10,14/12/2015,D,0.941839909,1,010000001191804011F,S,1,02/08/2010,20101,2010,1,3,0,0,1,1,0
504042,29/10/2010,604,9,06/11/2015,F,1.233789656,1,010000001197085511F,C,2,26/10/2010,20102,2010,1,3,0,0,1,1,0
504063,22/11/2010,463,7,05/11/2015,G,1.267203829,1,010000001199000911F,C,1,17/11/2010,20102,2010,1,5,1,0,1,1,0
504126,06/01/2011,1333,22,17/12/2015,A,1.011026415,1,010000001201348911F,S,1,04/01/2011,20112,2011,1,2,0,0,1,1,0
504133,21/01/2011,227,3,02/11/2015,F,1.013855677,1,010000001201349711F,C,2,08/01/2011,20112,2011,1,13,2,0,1,1,0
504196,04/03/2011,1374,22,17/12/2015,A,0.929998569,1,010000001203504711F,C,1,21/02/2011,20112,2011,1,11,2,0,1,1,0
504217,05/04/2011,221,3,02/11/2015,H,1.346289962,1,010000001205004211F,S,2,25/03/2011,20112,2011,1,11,2,0,1,1,0
504273,27/04/2011,554,8,06/11/2015,E,1.161780314,1,010000001206263711F,S,1,22/04/2011,20111,2011,1,5,1,0,1,1,0
504343,27/06/2011,677,10,14/12/2015,G,1.142907619,1,010000001208860311F,S,1,19/06/2011,20111,2011,1,8,1,0,1,1,0
504364,21/07/2011,425,6,05/11/2015,B,1.099211604,1,010000001210115911F,S,2,16/07/2011,20111,2011,1,5,1,0,1,1,0
504406,16/08/2011,729,11,12/12/2015,G,1.02333748,1,010000001211416811F,C,1,10/08/2011,20111,2011,1,6,1,0,1,1,0
504693,13/04/2012,692,11,12/12/2015,D,1.069555913,1,DUMMYHUK3810F,S,NULL,30/03/2012,20122,2012,1,14,2,0,1,1,0
504847,10/07/2012,360,5,05/11/2015,A,0.899926157,1,DUMMYHUK3864F,C,NULL,08/07/2012,20121,2012,1,2,0,0,1,1,0
504931,10/09/2012,116,1,22/10/2015,B,1.226397094,1,DUMMYHUK3916F,C,NULL,08/09/2012,20121,2012,1,2,0,0,1,1,0
504938,19/09/2012,631,10,14/12/2015,H,1.358868393,1,DUMMYHUK3926F,C,1,12/09/2012,20121,2012,1,7,1,0,1,1,0
504980,27/09/2012,455,7,05/11/2015,G,1.126438357,1,DUMMYHUK3933F,C,2,18/09/2012,20121,2012,1,9,1,0,1,1,0
505435,28/10/2013,1080,17,15/12/2015,E,1.610033656,1,DUMMYHUK4169F,S,NULL,15/10/2013,20132,2013,1,13,2,0,1,1,0
505589,03/01/2014,565,24,04/01/2016,A,0.912942799,2,DUMMYHUK4218F,S,NULL,30/12/2013,20132,2013,1,4,1,0,1,1,0
603077,16/10/2008,475,7,05/11/2015,C,0.969889226,1,010000001157817711F,C,1,13/10/2008,20082,2008,1,3,0,0,1,1,0
603084,28/10/2008,122,1,22/10/2015,H,1.15184998,1,010000001159336211F,C,2,25/10/2008,20082,2008,1,3,0,0,1,1,0
603161,16/12/2008,598,25,17/02/2016,F,1.556167693,1,010000001161642311F,C,NULL,11/12/2008,20082,2008,1,5,1,0,1,1,0
603168,22/12/2008,445,7,05/11/2015,E,1.299007389,1,010000001162679511F,C,1,21/12/2008,20082,2008,1,1,0,0,1,1,0
603252,22/02/2009,1097,18,16/12/2015,D,0.878305027,1,010000001165096711F,S,2,18/02/2009,20092,2009,1,4,1,0,1,1,0
603399,08/06/2009,487,7,05/11/2015,G,1.175248497,1,010000001169750411F,S,1,01/06/2009,20091,2009,1,7,1,0,1,1,0
603406,08/06/2009,1170,19,16/12/2015,B,1.230753891,1,010000001169923311F,C,2,05/06/2009,20091,2009,1,3,0,0,1,1,0
603434,16/07/2009,407,6,05/11/2015,G,1.265875756,1,010000001171720211F,S,2,11/07/2009,20091,2009,1,5,1,0,1,1,0
603595,08/12/2009,984,16,15/12/2015,F,1.114463187,1,010000001180371011F,S,1,03/12/2009,20092,2009,1,5,1,0,1,1,0
603623,03/12/2009,1149,19,16/12/2015,G,1.456550231,1,DUMMYHUK3336F,C,NULL,29/11/2009,20092,2009,1,4,1,0,1,1,0
603679,13/01/2010,484,7,05/11/2015,D,1.084128481,1,010000001182087311F,C,NULL,10/01/2010,20102,2010,1,3,0,0,1,1,0
603686,18/01/2010,266,3,02/11/2015,E,1.314931542,1,010000001182393811F,S,1,13/01/2010,20102,2010,1,5,1,0,1,1,0
603826,14/05/2010,1011,16,15/12/2015,B,1.161224731,1,010000001187907111F,C,1,10/05/2010,20101,2010,1,4,1,0,1,1,0
603840,27/05/2010,1067,17,15/12/2015,H,1.581938328,1,010000001188487011F,C,NULL,23/05/2010,20101,2010,1,4,1,0,1,1,0
603861,22/06/2010,1112,18,16/12/2015,C,1.157612683,1,010000001189620211F,C,2,16/06/2010,20101,2010,1,6,1,0,1,1,0
603868,09/07/2010,945,25,17/02/2016,C,1.133440499,1,010000001191331811F,C,2,04/07/2010,20101,2010,1,5,1,0,1,1,0
603924,17/08/2010,419,6,05/11/2015,D,1.138299075,1,010000001192356111F,S,1,13/08/2010,20101,2010,1,4,1,0,1,1,0
603938,07/09/2010,1101,18,16/12/2015,H,1.010395823,1,010000001193755711F,S,2,01/09/2010,20101,2010,1,6,1,0,1,1,0
603945,07/09/2010,105,1,22/10/2015,H,0.952300171,1,010000001194067011F,C,2,04/09/2010,20101,2010,1,3,0,0,1,1,0
603966,17/08/2010,1156,19,16/12/2015,F,0.934171011,1,010000001192355611F,C,NULL,10/08/2010,20101,2010,1,7,1,0,1,1,0
603994,04/10/2010,504,23,18/12/2015,D,0.95326181,1,010000001195360311F,C,2,24/09/2010,20101,2010,1,10,1,0,1,1,0
604050,05/11/2010,460,7,05/11/2015,D,0.952274273,1,010000001197086511F,S,2,31/10/2010,20102,2010,1,5,1,0,1,1,0
604057,12/11/2010,260,3,02/11/2015,G,1.072771305,1,010000001199000711F,C,2,07/11/2010,20102,2010,1,5,1,0,1,1,0
604190,22/02/2011,1048,17,15/12/2015,D,1.169438137,1,010000001203110511F,C,2,16/02/2011,20112,2011,1,6,1,0,1,1,0
604197,04/03/2011,109,1,22/10/2015,C,1.157323489,1,010000001203504811F,C,2,22/02/2011,20112,2011,1,10,1,0,1,1,0
604211,22/03/2011,780,12,12/12/2015,A,1.205122601,1,010000001204630911F,C,1,16/03/2011,20112,2011,1,6,1,0,1,1,0
604225,12/04/2011,103,1,22/10/2015,F,1.039234843,1,010000001205415911F,C,1,06/04/2011,20111,2011,1,6,1,0,1,1,0
604267,27/04/2011,1327,22,17/12/2015,C,0.979861134,1,010000001206185111F,S,1,18/04/2011,20111,2011,1,9,1,0,1,1,0
604281,17/05/2011,428,6,05/11/2015,E,1.045453862,1,010000001206938511F,S,1,07/05/2011,20111,2011,1,10,1,0,1,1,0
604295,30/05/2011,1295,21,17/12/2015,E,1.438119197,1,010000001207796911F,C,2,26/05/2011,20111,2011,1,4,1,0,1,1,0
604330,13/06/2011,415,6,05/11/2015,H,0.877418403,1,010000001207914411F,C,2,01/06/2011,20111,2011,1,12,2,0,1,1,0
604351,08/07/2011,1252,20,17/12/2015,C,1.500008373,1,010000001209434511F,S,1,03/07/2011,20111,2011,1,5,1,0,1,1,0
604365,21/07/2011,1377,23,18/12/2015,C,1.372874785,1,010000001210116111F,C,1,17/07/2011,20111,2011,1,4,1,0,1,1,0
604407,16/08/2011,121,1,22/10/2015,G,1.035660435,1,010000001211417011F,S,2,10/08/2011,20111,2011,1,6,1,0,1,1,0
604652,03/02/2012,482,7,05/11/2015,B,1.44592433,2,010000001221658211F,C,1,01/02/2012,20122,2012,1,2,0,0,1,1,0
703057,15/09/2008,778,12,12/12/2015,G,1.377562487,1,010000001155984011F,S,2,10/09/2008,20081,2008,1,5,1,0,1,1,0
703064,25/09/2008,658,10,14/12/2015,D,1.19783529,1,010000001156571211F,C,2,18/09/2008,20081,2008,1,7,1,0,1,1,0
703078,20/10/2008,1181,19,16/12/2015,E,1.277522545,1,010000001158276611F,C,2,15/10/2008,20082,2008,1,5,1,0,1,1,0
703092,10/11/2008,663,10,14/12/2015,A,1.114783232,1,010000001159338411F,S,1,04/11/2008,20082,2008,1,6,1,0,1,1,0
703155,28/11/2008,384,5,05/11/2015,A,0.827728479,1,010000001160548111F,S,1,25/11/2008,20082,2008,1,3,0,0,1,1,0
703204,12/01/2009,262,3,02/11/2015,A,1.627742255,1,010000001162682711F,C,NULL,02/01/2009,20092,2009,1,10,1,0,1,1,0
703253,22/02/2009,350,5,05/11/2015,F,1.271205937,1,010000001165096811F,S,1,19/02/2009,20092,2009,1,3,0,0,1,1,0
703267,10/03/2009,733,11,12/12/2015,C,1.340004142,1,010000001166025611F,S,1,07/03/2009,20092,2009,1,3,0,0,1,1,0
703274,02/04/2009,1265,21,17/12/2015,G,1.187818885,1,010000001166573911F,S,2,19/03/2009,20092,2009,1,14,2,0,1,1,0
703281,09/04/2009,571,9,06/11/2015,D,1.038173696,1,010000001167287111F,C,2,03/04/2009,20091,2009,1,6,1,0,1,1,0
703379,08/05/2009,1344,22,17/12/2015,B,1.345124153,1,010000001169330311F,C,1,04/05/2009,20091,2009,1,4,1,0,1,1,0
703386,19/05/2009,443,7,05/11/2015,C,1.371926136,1,010000001169331111F,S,1,16/05/2009,20091,2009,1,3,0,0,1,1,0
703400,08/06/2009,1231,20,17/12/2015,F,1.235879775,1,010000001169750811F,S,2,02/06/2009,20091,2009,1,6,1,0,1,1,0
703512,31/08/2009,470,23,18/12/2015,G,0.865273412,1,010000001173590511F,C,2,19/08/2009,20091,2009,1,12,2,0,1,1,0
703519,31/08/2009,1184,19,16/12/2015,H,1.379011538,1,010000001174449811F,S,1,28/08/2009,20091,2009,1,3,0,0,1,1,0
703582,17/11/2009,320,4,02/11/2015,B,1.627582903,1,010000001178938311F,C,2,13/11/2009,20092,2009,1,4,1,0,1,1,0
703589,03/12/2009,1335,22,17/12/2015,C,1.255712873,1,010000001180096711F,C,NULL,27/11/2009,20092,2009,1,6,1,0,1,1,0
703596,08/12/2009,1269,21,17/12/2015,C,1.162036411,1,010000001180371111F,S,1,03/12/2009,20092,2009,1,5,1,0,1,1,0
703631,18/12/2009,555,8,06/11/2015,F,1.129410193,1,010000001181909811F,C,NULL,15/12/2009,20092,2009,1,3,0,0,1,1,0
703659,18/12/2009,920,15,14/12/2015,G,1.596574494,1,010000001180779311F,S,1,13/12/2009,20092,2009,1,5,1,0,1,1,0
703687,18/01/2010,1073,17,15/12/2015,F,1.226123596,1,010000001182394311F,C,2,13/01/2010,20102,2010,1,5,1,0,1,1,0
703806,13/04/2010,503,8,06/11/2015,A,1.221163515,1,010000001186482811F,C,2,10/04/2010,20101,2010,1,3,0,0,1,1,0
703813,29/04/2010,358,5,05/11/2015,G,1.137097391,1,010000001187215511F,C,NULL,25/04/2010,20101,2010,1,4,1,0,1,1,0
703841,27/05/2010,1350,22,17/12/2015,A,1.064716434,2,DUMMYHUK3441F,C,NULL,24/05/2010,20101,2010,1,3,0,0,1,1,0
703862,22/06/2010,299,4,02/11/2015,F,1.000595383,1,010000001189620311F,C,2,17/06/2010,20101,2010,1,5,1,0,1,1,0
703876,16/07/2010,211,23,18/12/2015,D,0.943275887,1,010000001191332211F,C,2,12/07/2010,20101,2010,1,4,1,0,1,1,0
703995,04/10/2010,356,5,05/11/2015,D,0.905988471,1,010000001195360611F,C,1,26/09/2010,20101,2010,1,8,1,0,1,1,0
704030,15/10/2010,672,10,14/12/2015,B,1.471208438,1,DUMMYHUK3503F,C,NULL,11/10/2010,20102,2010,1,4,1,0,1,1,0
704065,25/11/2010,735,11,12/12/2015,E,1.21646236,1,010000001199001211F,C,2,20/11/2010,20102,2010,1,5,1,0,1,1,0
704135,21/01/2011,760,12,12/12/2015,E,1.108012072,1,010000001201350011F,C,1,10/01/2011,20112,2011,1,11,2,0,1,1,0
704205,22/03/2011,433,6,05/11/2015,B,1.388367931,1,010000001204498911F,S,1,13/03/2011,20112,2011,1,9,1,0,1,1,0
704212,22/03/2011,805,13,14/12/2015,A,1.27872512,1,010000001204631111F,C,1,17/03/2011,20112,2011,1,5,1,0,1,1,0
704268,27/04/2011,478,7,05/11/2015,F,1.098505199,1,010000001206185211F,C,2,19/04/2011,20111,2011,1,8,1,0,1,1,0
704289,30/05/2011,724,11,12/12/2015,B,1.278000872,1,010000001207666411F,C,2,22/05/2011,20111,2011,1,8,1,0,1,1,0
704345,27/06/2011,1322,22,17/12/2015,F,1.195232926,1,010000001208860411F,S,2,20/06/2011,20111,2011,1,7,1,0,1,1,0
704373,01/08/2011,1304,21,17/12/2015,F,0.969268168,1,010000001210776511F,C,1,23/07/2011,20111,2011,1,9,1,0,1,1,0
704492,21/10/2011,1175,24,04/01/2016,H,1.556076159,2,010000001215797811F,C,NULL,19/10/2011,20112,2011,1,2,0,0,1,1,0
704527,03/11/2011,786,12,12/12/2015,G,1.045468641,1,010000001216401511F,S,2,01/11/2011,20112,2011,1,2,0,0,1,1,0
704548,01/12/2011,1114,18,16/12/2015,F,1.176257955,1,010000001218291611F,S,1,28/11/2011,20112,2011,1,3,0,0,1,1,0
704611,16/01/2012,910,14,11/12/2015,G,1.143573687,1,010000001220736911F,C,1,12/01/2012,20122,2012,1,4,1,0,1,1,0
704653,03/02/2012,97,1,22/10/2015,H,1.00910889,1,010000001221658911F,S,NULL,01/02/2012,20122,2012,1,2,0,0,1,1,0
704919,28/08/2012,632,10,14/12/2015,A,0.956189296,1,DUMMYHUK3908F,C,1,26/08/2012,20121,2012,1,2,0,0,1,1,0
705633,24/03/2014,451,7,05/11/2015,C,1.433673221,1,DUMMYHUK4267F,S,NULL,15/03/2014,20142,2014,1,9,1,0,1,1,0
705633,14/04/2014,474,7,05/11/2015,B,1.168620816,2,DUMMYHUK4267F,S,NULL,15/03/2014,20142,2014,2,30,4,1,1,1,0
103772,19/05/2010,974,16,15/12/2015,D,1.067124523,1,010000001186192411F,C,1,02/04/2010,20101,2010,3,47,7,2,1,1,0
103996,14/04/2011,110,1,22/10/2015,D,0.876223227,1,010000001195361011F,C,NULL,28/09/2010,20101,2010,2,198,28,6,2,1,1
203521,16/03/2010,318,4,02/11/2015,H,1.058120741,1,010000001174450111F,S,1,01/09/2009,20091,2009,2,196,28,6,2,1,1
303522,16/03/2010,1403,23,18/12/2015,D,0.762046032,1,010000001174450311F,S,2,02/09/2009,20091,2009,2,195,28,6,2,1,1
503531,16/03/2010,115,1,22/10/2015,A,1.289682092,1,010000001176067511F,S,2,25/09/2009,20091,2009,2,172,25,6,2,1,0
505435,03/04/2014,437,6,05/11/2015,F,1.039925422,1,DUMMYHUK4169F,S,NULL,15/10/2013,20132,2013,2,170,24,6,2,1,0
103506,16/03/2010,567,8,06/11/2015,A,0.93850891,1,010000001173439711F,S,2,10/08/2009,20091,2009,2,218,31,7,2,1,1
203514,16/03/2010,430,6,05/11/2015,G,1.027159354,1,010000001174019411F,S,1,25/08/2009,20091,2009,2,203,29,7,2,1,1
203990,14/04/2011,1167,19,16/12/2015,G,0.996560367,1,010000001194928111F,S,1,17/09/2010,20101,2010,2,209,30,7,2,1,1
204858,07/03/2013,519,8,06/11/2015,F,0.839561547,1,DUMMYHUK3874F,S,NULL,26/07/2012,20121,2012,2,224,32,7,2,1,1
303508,16/03/2010,207,24,04/01/2016,G,1.072345957,1,010000001173590011F,S,2,14/08/2009,20091,2009,2,214,31,7,2,1,1
303991,14/04/2011,1041,17,15/12/2015,E,0.77492975,1,010000001194928211F,C,1,19/09/2010,20101,2010,2,207,30,7,2,1,1
304404,23/03/2012,1003,16,15/12/2015,B,1.174923599,1,010000001211416511F,S,2,09/08/2011,20111,2011,2,227,32,7,2,1,1
304901,07/03/2013,940,15,14/12/2015,B,0.737591047,1,DUMMYHUK3890F,C,NULL,13/08/2012,20121,2012,2,206,29,7,2,1,1
403516,16/03/2010,219,3,02/11/2015,F,1.36930876,1,010000001174019511F,S,2,25/08/2009,20091,2009,2,203,29,7,2,1,1
403936,14/04/2011,777,12,12/12/2015,F,0.970583667,1,010000001193755411F,C,2,31/08/2010,20101,2010,2,226,32,7,2,1,1
403943,14/04/2011,1005,16,15/12/2015,D,1.178635009,1,010000001193755811F,C,1,03/09/2010,20101,2010,2,223,32,7,2,1,1
403978,14/04/2011,1064,17,15/12/2015,E,1.073341743,1,010000001194067111F,S,2,09/09/2010,20101,2010,2,217,31,7,2,1,1
404405,23/03/2012,819,13,14/12/2015,F,1.096421211,1,010000001211416611F,C,1,10/08/2011,20111,2011,2,226,32,7,2,1,1
404860,07/03/2013,468,7,05/11/2015,D,0.830152646,1,010000001230180311F,S,2,27/07/2012,20121,2012,2,223,32,7,2,1,1
404909,07/03/2013,989,16,15/12/2015,C,1.136356415,1,DUMMYHUK3898F,S,NULL,20/08/2012,20121,2012,2,199,28,7,2,1,1
503503,16/03/2010,349,5,05/11/2015,E,1.147296507,1,010000001173439011F,C,2,07/08/2009,20091,2009,2,221,32,7,2,1,1
503517,16/03/2010,1378,23,18/12/2015,D,1.052376564,1,010000001174449611F,C,2,27/08/2009,20091,2009,2,201,29,7,2,1,1
504406,23/03/2012,584,9,06/11/2015,A,0.96634935,1,010000001211416811F,C,1,10/08/2011,20111,2011,2,226,32,7,2,1,1
603938,14/04/2011,1398,25,17/02/2016,B,0.949274212,1,010000001193755711F,S,2,01/09/2010,20101,2010,2,225,32,7,2,1,1
603945,14/04/2011,818,13,14/12/2015,E,0.930543122,1,010000001194067011F,C,2,04/09/2010,20101,2010,2,222,32,7,2,1,1
603994,14/04/2011,899,14,11/12/2015,E,0.901635681,1,010000001195360311F,C,2,24/09/2010,20101,2010,2,202,29,7,2,1,1
604407,23/03/2012,1324,22,17/12/2015,H,1.186275071,1,010000001211417011F,S,2,10/08/2011,20111,2011,2,226,32,7,2,1,1
703512,16/03/2010,253,3,02/11/2015,H,1.113969625,1,010000001173590511F,C,2,19/08/2009,20091,2009,2,209,30,7,2,1,1
703519,16/03/2010,1407,23,18/12/2015,A,0.865785746,1,010000001174449811F,S,1,28/08/2009,20091,2009,2,200,29,7,2,1,1
703995,14/04/2011,1105,18,16/12/2015,D,0.998585262,1,010000001195360611F,C,1,26/09/2010,20101,2010,2,200,29,7,2,1,1
104402,23/03/2012,85,1,22/10/2015,D,0.842863239,1,DUMMYHUK3669F,S,NULL,04/08/2011,20111,2011,2,232,33,8,2,1,1
104843,07/03/2013,1093,18,16/12/2015,A,1.028933716,1,DUMMYHUK3862F,S,NULL,04/07/2012,20121,2012,2,246,35,8,2,1,1
203430,16/03/2010,1020,16,15/12/2015,C,1.250900654,1,010000001171653011F,S,2,04/07/2009,20091,2009,2,255,36,8,2,1,1
203899,14/04/2011,1028,17,15/12/2015,B,0.951186703,1,010000001191803811F,C,1,31/07/2010,20101,2010,2,257,37,8,2,1,1
203969,14/04/2011,156,2,02/11/2015,A,0.827446714,1,010000001192498111F,C,NULL,15/08/2010,20101,2010,2,242,35,8,2,1,1
204830,07/03/2013,625,10,14/12/2015,B,1.437519567,1,010000001228448311F,S,2,23/06/2012,20121,2012,2,257,37,8,2,1,1
303928,14/04/2011,905,14,11/12/2015,C,1.041397964,1,010000001192498311F,S,1,16/08/2010,20101,2010,3,241,34,8,2,1,1
304355,23/03/2012,1077,17,15/12/2015,B,1.399327966,1,010000001209880411F,S,1,08/07/2011,20111,2011,2,259,37,8,2,1,1
304838,07/03/2013,1328,22,17/12/2015,D,0.95835869,1,DUMMYHUK3857F,C,NULL,02/07/2012,20121,2012,2,248,35,8,2,1,1
403432,16/03/2010,1345,22,17/12/2015,C,0.91933296,1,010000001171653711F,C,2,08/07/2009,20091,2009,2,251,36,8,2,1,1
403929,14/04/2011,599,9,06/11/2015,A,0.809034663,1,010000001193023711F,S,1,19/08/2010,20101,2010,2,238,34,8,2,1,1
404356,23/03/2012,762,12,12/12/2015,G,1.089739579,1,010000001209880511F,S,1,09/07/2011,20111,2011,2,258,37,8,2,1,1
404370,23/03/2012,1072,17,15/12/2015,E,1.248837576,1,010000001210776411F,S,1,20/07/2011,20111,2011,2,247,35,8,2,1,1
503440,16/03/2010,531,8,06/11/2015,A,0.746548389,1,010000001171928711F,C,1,18/07/2009,20091,2009,2,241,34,8,2,1,1
503951,14/04/2011,608,9,06/11/2015,B,1.071992409,1,010000001191804011F,S,1,02/08/2010,20101,2010,2,255,36,8,2,1,1
504364,23/03/2012,684,11,12/12/2015,E,0.849352556,1,010000001210115911F,S,2,16/07/2011,20111,2011,2,251,36,8,2,1,1
504847,07/03/2013,659,10,14/12/2015,E,0.942731746,1,DUMMYHUK3864F,C,NULL,08/07/2012,20121,2012,2,242,35,8,2,1,1
603434,16/03/2010,108,1,22/10/2015,B,1.185688592,1,010000001171720211F,S,2,11/07/2009,20091,2009,2,248,35,8,2,1,1
603924,14/04/2011,619,9,06/11/2015,E,1.282244093,1,010000001192356111F,S,1,13/08/2010,20101,2010,2,244,35,8,2,1,1
603966,14/04/2011,806,24,04/01/2016,F,0.805733757,1,010000001192355611F,C,NULL,10/08/2010,20101,2010,2,247,35,8,2,1,1
604365,23/03/2012,896,14,11/12/2015,B,1.027763788,1,010000001210116111F,C,1,17/07/2011,20111,2011,2,250,36,8,2,1,1
704373,23/03/2012,1068,17,15/12/2015,A,1.042972445,1,010000001210776511F,C,1,23/07/2011,20111,2011,2,244,35,8,2,1,1
103408,16/03/2010,732,11,12/12/2015,B,1.493070048,1,010000001169923511F,C,2,06/06/2009,20091,2009,2,283,40,9,2,1,1
103429,16/03/2010,994,25,17/02/2016,D,0.875858743,1,010000001170969411F,C,1,29/06/2009,20091,2009,2,260,37,9,2,1,1
104353,23/03/2012,263,3,02/11/2015,B,1.312765645,1,010000001209437311F,C,2,03/07/2011,20111,2011,2,264,38,9,2,1,1
203402,16/03/2010,1342,25,17/02/2016,A,0.887475458,1,010000001169922911F,S,2,04/06/2009,20091,2009,2,285,41,9,2,1,1
203423,16/03/2010,235,3,02/11/2015,E,1.025763019,1,DUMMYHUK3270F,S,NULL,24/06/2009,20091,2009,2,265,38,9,2,1,1
203892,14/04/2011,1349,22,17/12/2015,H,0.753579169,1,010000001191543611F,S,2,27/07/2010,20101,2010,2,261,37,9,2,1,1
204347,23/03/2012,709,11,12/12/2015,D,0.750147208,1,010000001209212011F,S,2,24/06/2011,20111,2011,2,273,39,9,2,1,1
204354,23/03/2012,423,6,05/11/2015,H,0.928822631,1,010000001209437511F,C,1,03/07/2011,20111,2011,2,264,38,9,2,1,1
303417,16/03/2010,284,4,02/11/2015,F,0.882054133,1,010000001170391011F,C,1,15/06/2009,20091,2009,2,274,39,9,2,1,1
303424,16/03/2010,1171,19,16/12/2015,C,0.973117649,1,010000001170968211F,C,2,24/06/2009,20091,2009,2,265,38,9,2,1,1
303872,14/04/2011,502,7,05/11/2015,A,0.803056599,1,010000001191332111F,S,1,06/07/2010,20101,2010,2,282,40,9,2,1,1
303893,14/04/2011,1086,18,16/12/2015,B,1.084071579,1,010000001191543711F,C,2,27/07/2010,20101,2010,2,261,37,9,2,1,1
304348,23/03/2012,1157,19,16/12/2015,G,1.117084023,1,010000001209212311F,S,1,27/06/2011,20111,2011,2,270,39,9,2,1,1
403425,16/03/2010,934,15,14/12/2015,D,0.902005296,1,010000001170968511F,C,NULL,27/06/2009,20091,2009,2,262,37,9,2,1,1
403887,14/04/2011,1094,18,16/12/2015,B,1.442040303,1,010000001191397511F,S,2,22/07/2010,20101,2010,2,266,38,9,2,1,1
403894,14/04/2011,400,6,05/11/2015,H,0.924812042,1,010000001191543911F,C,NULL,27/07/2010,20101,2010,2,261,37,9,2,1,1
404811,07/03/2013,255,3,02/11/2015,B,1.105109727,1,DUMMYHUK3837F,C,NULL,04/06/2012,20121,2012,2,276,39,9,2,1,1
503867,14/04/2011,369,5,05/11/2015,B,0.95780584,1,010000001190950611F,C,NULL,29/06/2010,20101,2010,2,289,41,9,2,1,1
503895,14/04/2011,1338,22,17/12/2015,F,0.978097252,1,010000001191544011F,C,1,27/07/2010,20101,2010,2,261,37,9,2,1,1
504343,23/03/2012,500,23,18/12/2015,B,1.132975392,1,010000001208860311F,S,1,19/06/2011,20111,2011,2,278,40,9,2,1,1
603399,16/03/2010,388,6,05/11/2015,D,1.094256874,1,010000001169750411F,S,1,01/06/2009,20091,2009,2,288,41,9,2,1,1
603406,16/03/2010,781,12,12/12/2015,B,1.138896689,1,010000001169923311F,C,2,05/06/2009,20091,2009,2,284,41,9,2,1,1
603868,14/04/2011,803,13,14/12/2015,G,1.198119369,1,010000001191331811F,C,2,04/07/2010,20101,2010,2,284,41,9,2,1,1
